iata,name,latitude_deg,longitude_deg,continent,iso_country,municipality,timezone,icao_code,gps_code
AUX,Araguaína Airport,-7.22787,-48.240501,SA,BR,Araguaína,America/Araguaina,SWGN,SWGN
AVA,Anshun Huangguoshu Airport,26.260556,105.873333,AS,CN,Anshun (Xixiu),Asia/Shanghai,ZUAS,ZUAS
AVB,Aviano Air Base,46.031898,12.596503,EU,IT,Aviano (PN),Europe/Rome,LIPA,LIPA
AVI,Máximo Gómez Airport,22.0271,-78.789597,NA,CU,Ciro Redondo,America/Havana,MUCA,MUCA
AVK,Arvaikheer Airport,46.250301361083984,102.802001953125,AS,MN,Arvaikheer,Asia/Ulaanbaatar,ZMAH,ZMAH
AVL,Asheville Regional Airport,35.436199,-82.541801,NA,US,Asheville,America/New_York,KAVL,KAVL
AVN,Avignon Caumont airport,43.907299,4.90183,EU,FR,Avignon,Europe/Paris,LFMV,LFMV
AVP,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,NA,US,Wilkes-Barre/Scranton,America/New_York,KAVP,KAVP
AVV,Avalon Airport,-38.039398,144.468994,OC,AU,Lara,Australia/Melbourne,YMAV,YMAV
AWA,Hawassa International Airport,7.099869,38.396187,AF,ET,Hawassa,Africa/Addis_Ababa,HALA,HALA
AWK,Wake Island Airfield,19.282437,166.636637,OC,UM,Wake Island,Pacific/Wake,PWAK,PWAK
AWZ,Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,AS,IR,Ahvaz,Asia/Tehran,OIAW,OIAW
AXA,Clayton J Lloyd International Airport,18.204773,-63.05383,NA,AI,The Valley,America/Anguilla,TQPF,TQPF
AXD,Alexandroupoli Democritus Airport,40.8559,25.956301,EU,GR,Alexandroupolis,Europe/Athens,LGAL,LGAL
AXF,Alxa Left Banner Bayanhot Airport,38.748317,105.58416,AS,CN,Bayanhot,Asia/Shanghai,ZBAL,ZBAL
AXK,Ataq Airport,14.5513,46.826199,AS,YE,Ataq,Asia/Aden,OYAT,OYAT
AXM,El Eden Airport,4.45278,-75.7664,SA,CO,Armenia,America/Bogota,SKAR,SKAR
AXN,Chandler Field,45.866299,-95.394699,NA,US,Alexandria,America/Chicago,KAXN,KAXN
AXP,Spring Point Airport,22.441799,-73.970901,NA,BS,Spring Point,America/Nassau,MYAP,MYAP
AXR,Arutua Airport,-15.248299598693848,-146.61700439453125,OC,PF,,Pacific/Tahiti,NTGU,NTGU
AXT,Akita Airport,39.615601,140.218994,AS,JP,Akita,Asia/Tokyo,RJSK,RJSK
AXU,Axum Airport,14.1468,38.7728,AF,ET,Axum,Africa/Addis_Ababa,HAAX,HAAX
AYJ,Ayodhya Airport,26.751283,82.155295,AS,IN,Faizabad,Asia/Kolkata,VEAY,VEAY
AYO,Aeropuerto Nacional Juan de Ayolas,-27.378379,-56.856791,SA,PY,Ayolas,America/Asuncion,SGAY,SGAY
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,SA,PE,Ayacucho,America/Lima,SPHO,SPHO
AYQ,Ayers Rock Connellan Airport,-25.185913,130.97703,OC,AU,Yulara,Australia/Darwin,YAYE,YAYE
AYT,Antalya International Airport,36.898701,30.800501,AS,TR,Antalya,Europe/Istanbul,LTAI,LTAI
AYX,Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,SA,PE,Atalaya,America/Lima,SPAY,SPAY
AZA,Mesa Gateway Airport,33.3078,-111.654999,NA,US,Mesa,America/Phoenix,KIWA,KIWA
AZD,Shahid Sadooghi Airport,31.9048995972,54.2765007019,AS,IR,Yazd,Asia/Tehran,OIYY,OIYY
AZI,Al Bateen Executive Airport,24.428301,54.458099,AS,AE,Abu Dhabi,Asia/Dubai,OMAD,OMAD
AZN,Andizhan Airport,40.727699,72.293999,AS,UZ,Andizhan,Asia/Tashkent,UZFA,UZFA
AZO,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,NA,US,Kalamazoo,America/Detroit,KAZO,KAZO
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,AF,DZ,Adrar,Africa/Algiers,DAUA,DAUA
AZS,Samaná El Catey International Airport,19.269259,-69.737405,NA,DO,Samana,America/Santo_Domingo,MDCY,MDCY
BAB,Beale Air Force Base,39.136101,-121.436996,NA,US,Beale Air Force Base,America/Los_Angeles,KBAB,KBAB
BAD,Barksdale Air Force Base,32.501801,-93.662697,NA,US,Bossier City,America/Chicago,KBAD,KBAD
BAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,NA,US,Westfield,America/New_York,KBAF,KBAF
BAG,Loakan Airport,16.375034,120.619949,AS,PH,Baguio,Asia/Manila,RPUB,RPUB
BAH,Bahrain International Airport,26.267295,50.63764,AS,BH,Manama,Asia/Bahrain,OBBI,OBBI
BAI,Buenos Aires Airport,9.163949,-83.330171,NA,CR,Punta Arenas,America/Costa_Rica,MRBA,MRBA
BAL,Batman Airport,37.929000854499996,41.1166000366,AS,TR,Batman,Europe/Istanbul,LTCJ,LTCJ
BAQ,Ernesto Cortissoz International Airport,10.8896,-74.7808,SA,CO,Barranquilla,America/Bogota,SKBQ,SKBQ
BAR,Qionghai Bo'ao Airport,19.140951,110.452766,AS,CN,Qionghai (Basuo),Asia/Shanghai,ZJQH,ZJQH
BAT,Chafei Amsei Airport,-20.584631,-48.594125,SA,BR,Barretos,America/Sao_Paulo,,SNBA
BAV,Baotou Donghe Airport,40.560001,109.997002,AS,CN,Baotou,Asia/Shanghai,ZBOW,ZBOW
BAX,Barnaul Airport,53.363800048828125,83.53849792480469,AS,RU,Barnaul,Asia/Barnaul,UNBB,UNBB
BAY,Maramureș International Airport,47.658444,23.464445,EU,RO,Tăuții-Măgherăuș,Europe/Bucharest,LRBM,LRBM
BBA,Balmaceda Airport,-45.915968,-71.689499,SA,CL,Balmaceda,America/Santiago,SCBA,SCBA
BBD,Curtis Field,31.178931,-99.324732,NA,US,Brady,America/Chicago,KBBD,KBBD
BBI,Biju Patnaik International Airport,20.2444,85.817802,AS,IN,Bhubaneswar,Asia/Kolkata,VEBS,VEBS
BBK,Kasane Airport,-17.832899,25.162399,AF,BW,Kasane,Africa/Gaborone,FBKE,FBKE
BBM,Battambang Airport,13.0956,103.223999,AS,KH,Battambang,Asia/Phnom_Penh,VDBG,VDBG
BBN,Bario Airport,3.734648,115.478548,AS,MY,Bario,Asia/Kuching,WBGZ,WBGZ
BBO,Berbera Airport,10.385035,44.936723,AF,SO,Berbera,Africa/Mogadishu,HCMI,HCMI
BBQ,Codrington Airport,17.635799,-61.828602,NA,AG,Codrington,America/Antigua,TAPH,TAPH
BBS,Blackbushe Airport,51.323898,-0.8475,EU,GB,"Camberley, Surrey",Europe/London,EGLK,EGLK
BBT,Berbérati Airport,4.2215800285339355,15.786399841308594,AF,CF,Berbérati,Africa/Bangui,FEFT,FEFT
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,44.503201,26.1021,EU,RO,Bucharest,Europe/Bucharest,LRBS,LRBS
BCA,Gustavo Rizo Airport,20.365299224853516,-74.5062026977539,NA,CU,Baracoa,America/Havana,MUBA,MUBA
BCD,Bacolod-Silay Airport,10.7764,123.014999,AS,PH,Bacolod City,Asia/Manila,RPVB,RPVB
BCE,Bryce Canyon Airport,37.706401825,-112.144996643,NA,US,Bryce Canyon,America/Denver,KBCE,KBCE
BCH,Cakung Airport,-8.486479,126.399981,AS,TL,Baucau,Asia/Dili,WPEC,WPEC
BCI,Barcaldine Airport,-23.566268,145.302086,OC,AU,Barcaldine,Australia/Brisbane,YBAR,YBAR
BCL,Barra del Colorado Airport,10.7687,-83.585602,NA,CR,Pococi,America/Costa_Rica,MRBC,MRBC
BCM,Bacău George Enescu International  Airport,46.5219,26.910299,EU,RO,Bacău,Europe/Bucharest,LRBC,LRBC
BCN,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,EU,ES,Barcelona,Europe/Madrid,LEBL,LEBL
BCQ,Brak Airport,27.653,14.272,AF,LY,Brak,Africa/Tripoli,,
BCT,Boca Raton Airport,26.3785,-80.107697,NA,US,Boca Raton,America/New_York,KBCT,KBCT
BCU,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,AF,NG,Bauchi,Africa/Lagos,DNBC,DNBC
BCW,Benguera Island Airport,-21.8533,35.438301,AF,MZ,Benguera Island,Africa/Maputo,,
BDA,L.F. Wade International Airport,32.363998,-64.678703,NA,BM,Hamilton,Atlantic/Bermuda,TXKF,TXKF
BDB,Bundaberg Airport,-24.905039,152.322612,OC,AU,Bundaberg,Australia/Brisbane,YBUD,YBUD
BDE,Baudette International Airport,48.7284011841,-94.612197876,NA,US,Baudette,America/Chicago,KBDE,KBDE
BDH,Bandar Lengeh International Airport,26.532283,54.82484,AS,IR,Bandar Lengeh,Asia/Tehran,OIBL,OIBL
BDJ,Syamsudin Noor International Airport,-3.44236,114.763,AS,ID,Landasan Ulin,Asia/Makassar,WAOO,WAOO
BDL,Bradley International Airport,41.93851,-72.688066,NA,US,Hartford,America/New_York,KBDL,KBDL
BDM,Bandırma Airport,40.318001,27.977699,AS,TR,Bandırma,Europe/Istanbul,LTBG,LTBG
BDO,Husein Sastranegara International Airport,-6.90063,107.575996,AS,ID,Bandung,Asia/Jakarta,WICC,WICC
BDQ,Vadodara Airport,22.336201,73.226303,AS,IN,Vadodara,Asia/Kolkata,VABO,VABO
BDR,Igor I Sikorsky Memorial Airport,41.163502,-73.126198,NA,US,Bridgeport,America/New_York,KBDR,KBDR
BDS,Brindisi Airport,40.6576,17.947001,EU,IT,Brindisi,Europe/Rome,LIBR,LIBR
BDT,Gbadolite Airport,4.252745,20.975271,AF,CD,Gbadolite,Africa/Kinshasa,FZFD,FZFD
BDU,Bardufoss Airport,69.055801,18.5404,EU,NO,Målselv,Europe/Oslo,ENDU,ENDU
BEB,Benbecula Airport,57.48109817504883,-7.3627800941467285,EU,GB,Balivanich,Europe/London,EGPL,EGPL
BED,Laurence G Hanscom Field,42.470001,-71.289001,NA,US,Bedford,America/New_York,KBED,KBED
BEF,Bluefields Airport,11.991,-83.774101,NA,NI,Bluefields,America/Managua,MNBL,MNBL
BEG,Belgrade Nikola Tesla Airport,44.818401,20.309099,EU,RS,Belgrade,Europe/Belgrade,LYBE,LYBE
BEJ,Kalimarau Airport,2.14776,117.430705,AS,ID,Tanjung Redeb - Borneo Island,Asia/Makassar,WAQT,WAQT
BEK,Bareilly Air Force Station,28.4221,79.450798,AS,IN,Bareilly,Asia/Kolkata,VIBY,VIBY
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.379279,-48.476207,SA,BR,Belém,America/Belem,SBBE,SBBE
BEN,Benina International Airport,32.096802,20.269501,AF,LY,Benina,Africa/Tripoli,HLLB,HLLB
BEP,Bellary Airport,15.162799835205078,76.88279724121094,AS,IN,Bellary,Asia/Kolkata,VOBI,VOBI
BEQ,RAF Honington,52.342602,0.772939,EU,GB,"Bury Saint Edmunds, Suffolk",Europe/London,EGXH,EGXH
BER,Berlin Brandenburg Airport,52.362247,13.500672,EU,DE,Berlin,Europe/Berlin,EDDB,EDDB
BES,Brest Bretagne airport,48.447899,-4.41854,EU,FR,Brest,Europe/Paris,LFRB,LFRB
BET,Bethel Airport,60.77980042,-161.8379974,NA,US,Bethel,America/Anchorage,PABE,PABE
BEU,Bedourie Airport,-24.3461,139.460007,OC,AU,Bedourie,Australia/Brisbane,YBIE,YBIE
BEW,Beira Airport,-19.7964,34.9076,AF,MZ,Beira,Africa/Maputo,FQBR,FQBR
BEX,RAF Benson,51.614366,-1.095991,EU,GB,"Wallingford, Oxfordshire",Europe/London,EGUB,EGUB
BEY,Beirut Rafic Hariri International Airport,33.820899963378906,35.488399505615234,AS,LB,Beirut,Asia/Beirut,OLBA,OLBA
BFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,NA,US,Bradford,America/New_York,KBFD,KBFD
BFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,NA,US,Scottsbluff,America/Denver,KBFF,KBFF
BFH,Bacacheri Airport,-25.4051,-49.231998,SA,BR,Curitiba,America/Sao_Paulo,SBBI,SBBI
BFI,Boeing Field King County International Airport,47.529999,-122.302002,NA,US,Seattle,America/Los_Angeles,KBFI,KBFI
BFJ,Bijie Feixiong Airport,27.267066,105.472097,AS,CN,Bijie,Asia/Shanghai,ZUBJ,ZUBJ
BFK,Buckley Space Force Base,39.701698,-104.751999,NA,US,Aurora,America/Denver,KBKF,KBKF
BFL,Meadows Field,35.433601,-119.056999,NA,US,Bakersfield,America/Los_Angeles,KBFL,KBFL
BFM,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,NA,US,Mobile,America/Chicago,KBFM,KBFM
BFN,Bram Fischer International Airport,-29.092699,26.302401,AF,ZA,Bloemfontain,Africa/Johannesburg,FABL,FABL
BFO,Buffalo Range Airport,-21.008101,31.5786,AF,ZW,Chiredzi,Africa/Harare,FVCZ,FVCZ
BFP,Beaver County Airport,40.772499,-80.391403,NA,US,Beaver Falls,America/New_York,KBVI,KBVI
BFS,Belfast International Airport,54.6575012207,-6.2158298492399995,EU,GB,Belfast,Europe/London,EGAA,EGAA
BFU,Bengbu Tenghu Airport,32.847733,117.320244,AS,CN,Bengbu,Asia/Shanghai,ZSBB,ZSBB
BFV,Buri Ram Airport,15.2295,103.252998,AS,TH,Buriram,Asia/Bangkok,VTUO,VTUO
BFX,Bafoussam Airport,5.536920070650001,10.354599952700001,AF,CM,Bafoussam,Africa/Douala,FKKU,FKKU
BFY,Bengbu Tenghu Airport (U.C.),33.165808,117.057295,AS,CN,Bengbu,Asia/Shanghai,ZSBA,ZSBA
BGA,Palonegro Airport,7.1265,-73.1848,SA,CO,Bucaramanga,America/Bogota,SKBG,SKBG
BGC,Bragança Airport,41.8578,-6.70713,EU,PT,Bragança,Europe/Lisbon,LPBG,LPBG
BGF,Bangui M'Poko International Airport,4.39847993850708,18.518800735473633,AF,CF,Bangui,Africa/Bangui,FEFF,FEFF
BGI,Grantley Adams International Airport,13.0746,-59.4925,NA,BB,Bridgetown,America/Barbados,TBPB,TBPB
BGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,NA,US,Binghamton,America/New_York,KBGM,KBGM
BGN,Belaya Gora Airport,68.556227,146.22784,AS,RU,Belaya Gora,Asia/Magadan,UESG,UESG
BGO,"Bergen Airport, Flesland",60.2934,5.21814,EU,NO,Bergen,Europe/Oslo,ENBR,ENBR
BGR,Bangor International Airport,44.8074,-68.828102,NA,US,Bangor,America/New_York,KBGR,KBGR
BGW,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,AS,IQ,Baghdad,Asia/Baghdad,ORBI,ORBI
BGX,Comandante Gustavo Kraemer Airport,-31.390499,-54.112202,SA,BR,Bagé,America/Sao_Paulo,SBBG,SBBG
BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,EU,IT,Orio al Serio (BG),Europe/Rome,LIME,LIME
BHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,NA,US,Bar Harbor,America/New_York,KBHB,KBHB
BHD,George Best Belfast City Airport,54.618099,-5.8725,EU,GB,Belfast,Europe/London,EGAC,EGAC
BHE,Woodbourne Airport,-41.5182991027832,173.8699951171875,OC,NZ,Blenheim,Pacific/Auckland,NZWB,NZWB
BHH,Bisha Airport,19.9844,42.620899,AS,SA,Bisha,Asia/Riyadh,OEBH,OEBH
BHI,Comandante Espora Airport,-38.725,-62.1693,SA,AR,Bahía Blanca,America/Argentina/Buenos_Aires,SAZB,SAZB
BHJ,Bhuj Airport,23.2877998352,69.6701965332,AS,IN,Bhuj,Asia/Kolkata,VABJ,VABJ
BHK,Bukhara International Airport,39.775002,64.483299,AS,UZ,Bukhara,Asia/Samarkand,UZSB,UZSB
BHM,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,NA,US,Birmingham,America/Chicago,KBHM,KBHM
BHO,Raja Bhoj International Airport,23.2875003815,77.3374023438,AS,IN,Bhopal,Asia/Kolkata,VABP,VABP
BHQ,Broken Hill Airport,-32.0013999939,141.472000122,OC,AU,Broken Hill,Australia/Broken_Hill,YBHI,YBHI
BHS,Bathurst Airport,-33.406817,149.651161,OC,AU,Bathurst,Australia/Sydney,YBTH,YBTH
BHU,Bhavnagar Airport,21.752199173,72.1852035522,AS,IN,Bhavnagar,Asia/Kolkata,VABV,VABV
BHV,Bahawalpur Airport,29.348100662231445,71.71800231933594,AS,PK,Bahawalpur,Asia/Karachi,OPBW,OPBW
BHX,Birmingham Airport,52.453899,-1.74803,EU,GB,"Birmingham, West Midlands",Europe/London,EGBB,EGBB
BHY,Beihai Fucheng Airport,21.5394,109.293999,AS,CN,Beihai (Yinhai),Asia/Shanghai,ZGBH,ZGBH
BIA,Bastia Poretta airport,42.5527,9.48373,EU,FR,Bastia,Europe/Paris,LFKB,LFKB
BIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,NA,US,Fort Bliss/El Paso,America/Denver,KBIF,KBIF
BIG,Allen Army Airfield,63.9944992065,-145.722000122,NA,US,Delta Junction Ft Greely,America/Anchorage,PABI,PABI
BIH,Eastern Sierra Regional Airport,37.3731,-118.363998,NA,US,Bishop,America/Los_Angeles,KBIH,KBIH
BIK,Frans Kaisiepo Airport,-1.19002,136.108002,AS,ID,Biak,Asia/Jayapura,WABB,WABB
BIL,Billings Logan International Airport,45.807701,-108.542999,NA,US,Billings,America/Denver,KBIL,KBIL
BIM,South Bimini Airport,25.6998996735,-79.2647018433,NA,BS,South Bimini,America/Nassau,MYBS,MYBS
BIO,Bilbao Airport,43.301102,-2.91061,EU,ES,Bilbao,Europe/Madrid,LEBB,LEBB
BIQ,Biarritz Pays Basque airport,43.468372,-1.523223,EU,FR,Biarritz,Europe/Paris,LFBZ,LFBZ
BIR,Biratnagar Airport,26.48150062561035,87.26399993896484,AS,NP,Biratnagar,Asia/Kathmandu,VNVT,VNVT
BIS,Bismarck Municipal Airport,46.772701263427734,-100.74600219726562,NA,US,Bismarck,America/Chicago,KBIS,KBIS
BIX,Keesler Air Force Base,30.4104003906,-88.92440032959999,NA,US,Biloxi,America/Chicago,KBIX,KBIX
BIY,Bisho Airport,-32.897099,27.2791,AF,ZA,Bisho,Africa/Johannesburg,FABE,FABE
BJA,Soummam–Abane Ramdane Airport,36.711952,5.069804,AF,DZ,Béjaïa,Africa/Algiers,DAAE,DAAE
BJB,Bojnord Airport,37.49300003051758,57.30820083618164,AS,IR,Bojnord,Asia/Tehran,OIMN,OIMN
BJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,NA,US,Denver,America/Denver,KBJC,KBJC
BJF,Båtsfjord Airport,70.60025,29.692612,EU,NO,Båtsfjord,Europe/Oslo,ENBS,ENBS
BJI,Bemidji Regional Airport,47.50939941,-94.93370056,NA,US,Bemidji,America/Chicago,KBJI,KBJI
BJL,Banjul International Airport,13.338,-16.652201,AF,GM,Yundum,Africa/Banjul,GBYD,GBYD
BJM,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,AF,BI,Bujumbura,Africa/Bujumbura,HBBA,HBBA
BJO,Bermejo Airport,-22.7733001709,-64.31289672850001,SA,BO,Bermejo,America/La_Paz,SLBJ,SLBJ
BJR,Bahir Dar Airport,11.6081,37.321602,AF,ET,Bahir Dar,Africa/Addis_Ababa,HABD,HABD
BJV,Milas Bodrum International Airport,37.250599,27.664301,AS,TR,Bodrum,Europe/Istanbul,LTFE,LTFE
BJX,Del Bajío International Airport,20.992695,-101.480284,NA,MX,Silao,America/Mexico_City,MMLO,MMLO
BJY,Batajnica Air Base,44.935299,20.2575,EU,RS,Zemun,Europe/Belgrade,LYBT,LYBT
BJZ,Badajoz Airport,38.8913,-6.82133,EU,ES,Badajoz,Europe/Madrid,LEBZ,LEBZ
BKA,Baykit Airport,61.676701,96.355003,AS,RU,Baykit,Europe/Moscow,,UNIB
BKB,Nal Airport,28.070601,73.207199,AS,IN,Bikaner,Asia/Kolkata,VIBK,VIBK
BKE,Baker City Municipal Airport,44.837299346900004,-117.808998108,NA,US,Baker City,America/Los_Angeles,KBKE,KBKE
BKG,Branson Airport,36.532082,-93.200544,NA,US,Branson,America/Chicago,KBBG,KBBG
BKH,Barking Sands Airport,22.0228,-159.785004,OC,US,Kekaha,Pacific/Honolulu,PHBK,PHBK
BKI,Kota Kinabalu International Airport,5.932743,116.049324,AS,MY,Kota Kinabalu,Asia/Kuching,WBKK,WBKK
BKK,Suvarnabhumi Airport,13.6811,100.747002,AS,TH,Bangkok,Asia/Bangkok,VTBS,VTBS
BKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,NA,US,Cleveland,America/New_York,KBKL,KBKL
BKO,Modibo Keita International Airport,12.5335,-7.94994,AF,ML,Bamako,Africa/Bamako,GABS,GABS
BKQ,Blackall Airport,-24.431678,145.429716,OC,AU,Blackall,Australia/Brisbane,YBCK,YBCK
BKS,Fatmawati Soekarno Airport,-3.8637,102.338997,AS,ID,Bengkulu,Asia/Jakarta,WIGG,WIGG
BKW,Raleigh County Memorial Airport,37.7873,-81.124199,NA,US,Beaver,America/New_York,KBKW,KBKW
BKY,Bukavu Kavumu Airport,-2.30898,28.8088,AF,CD,Kamakombe,Africa/Lubumbashi,FZMA,FZMA
BLA,General José Antonio Anzoategui International Airport,10.111111,-64.692222,SA,VE,Barcelona,America/Caracas,SVBC,SVBC
BLD,Boulder City Municipal Airport,35.947161,-114.858799,NA,US,Boulder City,America/Los_Angeles,,KBVU
BLE,Dala Airport,60.422001,15.5152,EU,SE,Borlange,Europe/Stockholm,ESSD,ESSD
BLF,Mercer County Airport,37.295799,-81.207703,NA,US,Bluefield,America/New_York,KBLF,KBLF
BLH,Blythe Airport,33.6192016602,-114.717002869,NA,US,Blythe,America/Los_Angeles,KBLH,KBLH
BLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,NA,US,Bellingham,America/Los_Angeles,KBLI,KBLI
BLJ,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,AF,DZ,Batna,Africa/Algiers,DABT,DABT
BLK,Blackpool Airport,53.771702,-3.02861,EU,GB,Blackpool,Europe/London,EGNH,EGNH
BLL,Billund Airport,55.740335,9.157019,EU,DK,Billund,Europe/Copenhagen,EKBI,EKBI
BLN,Benalla Airport,-36.551899,146.007004,OC,AU,Benalla,Australia/Melbourne,YBLA,YBLA
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887,EU,IT,Bologna,Europe/Rome,LIPE,LIPE
BLR,Kempegowda International Airport,13.1979,77.706299,AS,IN,Bangalore,Asia/Kolkata,VOBL,VOBL
BLT,Blackwater Airport,-23.6031,148.807007,OC,AU,,Australia/Brisbane,YBTR,YBTR
BLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,NA,US,Belleville,America/Chicago,KBLV,KBLV
BLZ,Chileka International Airport,-15.679100036621094,34.9739990234375,AF,MW,Blantyre,Africa/Blantyre,FWCL,FWCL
BMA,Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,EU,SE,Stockholm,Europe/Stockholm,ESSB,ESSB
BME,Broome International Airport,-17.948789,122.227407,OC,AU,Broome,Australia/Perth,YBRM,YBRM
BMG,Monroe County Airport,39.145999908447266,-86.61669921875,NA,US,Bloomington,America/Indiana/Indianapolis,KBMG,KBMG
BMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,NA,US,Bloomington/Normal,America/Chicago,KBMI,KBMI
BMM,Bitam Airport,2.07564,11.4932,AF,GA,Bitam,Africa/Libreville,FOOB,FOOB
BMV,Buon Ma Thuot Airport,12.668299675,108.120002747,AS,VN,Buon Ma Thuot,Asia/Ho_Chi_Minh,VVBM,VVBM
BNA,Nashville International Airport,36.1245,-86.6782,NA,US,Nashville,America/Chicago,KBNA,KBNA
BND,Bandar Abbas International Airport,27.218299865722656,56.37779998779297,AS,IR,Bandar Abbas,Asia/Tehran,OIKB,OIKB
BNE,Brisbane International Airport,-27.384199142456055,153.11700439453125,OC,AU,Brisbane,Australia/Brisbane,YBBN,YBBN
BNI,Benin Airport,6.316979885101318,5.5995001792907715,AF,NG,Benin,Africa/Lagos,DNBE,DNBE
BNK,Ballina Byron Gateway Airport,-28.833236,153.561471,OC,AU,Ballina,Australia/Sydney,YBNA,YBNA
BNN,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,EU,NO,Brønnøy,Europe/Oslo,ENBN,ENBN
BNO,Burns Municipal Airport,43.590463,-118.955154,NA,US,Burns,America/Los_Angeles,KBNO,KBNO
BNS,Barinas Airport,8.615,-70.214167,SA,VE,Barinas,America/Caracas,SVBI,SVBI
BNX,Banja Luka International Airport,44.941399,17.297501,EU,BA,Mahovljani,Europe/Sarajevo,LQBK,LQBK
BOB,Bora Bora Airport,-16.444400787353516,-151.75100708007812,OC,PF,Motu Mute,Pacific/Tahiti,NTTB,NTTB
BOC,Bocas del Toro International Airport,9.34085,-82.250801,NA,PA,Isla Colón,America/Panama,MPBO,MPBO
BOD,Bordeaux–Mérignac Airport,44.82865,-0.715356,EU,FR,Bordeaux,Europe/Paris,LFBD,LFBD
BOG,El Dorado International Airport,4.70159,-74.1469,SA,CO,Bogota,America/Bogota,SKBO,SKBO
BOH,Bournemouth Airport,50.780483,-1.839576,EU,GB,Bournemouth,Europe/London,EGHH,EGHH
BOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,NA,US,Boise,America/Boise,KBOI,KBOI
BOJ,Burgas Airport,42.569917,27.515173,EU,BG,Burgas,Europe/Sofia,LBBG,LBBG
BOM,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,AS,IN,Mumbai,Asia/Kolkata,VABB,VABB
BON,Flamingo International Airport,12.131,-68.268501,NA,BQ,Kralendijk,America/Kralendijk,TNCB,TNCB
BOO,Bodø Airport,67.269203,14.3653,EU,NO,Bodø,Europe/Oslo,ENBO,ENBO
BOR,Bokeo International Airport,20.323986,100.165392,AS,LA,Ton Phueng,Asia/Vientiane,,
BOS,Logan International Airport,42.36197,-71.0079,NA,US,Boston,America/New_York,KBOS,KBOS
BOU,Bourges airport,47.060158,2.369633,EU,FR,Bourges,Europe/Paris,LFLD,LFLD
BOY,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584,AF,BF,Bobo Dioulasso,Africa/Ouagadougou,DFOO,DFOO
BPC,Bamenda Airport,6.03924,10.1226,AF,CM,Bamenda,Africa/Douala,FKKV,FKKV
BPE,Qinhuangdao Beidaihe Airport,39.666384,119.061384,AS,CN,Qinhuangdao (Changli),Asia/Shanghai,ZBDH,ZBDH
BPG,Barra do Garças Airport,-15.861417,-52.389008,SA,BR,Barra do Garças,America/Cuiaba,SBBW,SBBW
BPH,Bislig Airport,8.195052,126.321015,AS,PH,Bislig,Asia/Manila,RPMF,RPMF
BPI,Miley Memorial Field,42.58509827,-110.1110001,NA,US,Big Piney,America/Denver,KBPI,KBPI
BPL,Bole Alashankou Airport,44.895461,82.30007,AS,CN,Bole,Asia/Shanghai,ZWBL,ZWBL
BPM,Begumpet Airport,17.4531,78.467598,AS,IN,Hyderabad,Asia/Kolkata,VOHY,VOHY
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,AS,ID,Balikpapan,Asia/Makassar,WALL,WALL
BPS,Porto Seguro Airport,-16.438426,-39.080584,SA,BR,Porto Seguro,America/Bahia,SBPS,SBPS
BPT,Jack Brooks Regional Airport,29.9508,-94.020699,NA,US,Beaumont/Port Arthur,America/Chicago,KBPT,KBPT
BPX,Qamdo Bangda Airport,30.553600311279297,97.1082992553711,AS,CN,Bangda,Asia/Shanghai,ZUBD,ZUBD
